0.00000000e+00  1.65482600e-02  -3.11222100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
-2.17645000e-03  0.00000000e+00  0.00000000e+00  -1.79712000e-03  1.69410800e-02  -1.14142000e-03  -3.50258000e-03  
0.00000000e+00  1.29257900e-02  3.91602000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.91602000e-03  -1.30618500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.79712000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.58668000e-03  1.07940000e-02  0.00000000e+00  
1.69410800e-02  0.00000000e+00  0.00000000e+00  1.58668000e-03  -9.79671000e-03  0.00000000e+00  1.52068000e-03  
-1.14142000e-03  0.00000000e+00  0.00000000e+00  1.07940000e-02  0.00000000e+00  -8.43635000e-03  0.00000000e+00  
-3.50258000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.52068000e-03  0.00000000e+00  -2.72112500e-02  
L
0.00000000e+00  1.99257600e-02  5.04135000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.99257600e-02  0.00000000e+00  0.00000000e+00  2.59150000e-03  0.00000000e+00  1.59007000e-03  -5.26955400e-02  
5.04135000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.31992200e-02  1.19848800e-02  -1.67718900e-02  
0.00000000e+00  2.59150000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  1.31992200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.59007000e-03  1.19848800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -5.26955400e-02  -1.67718900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
-1.03402000e-02  0.00000000e+00  0.00000000e+00  -1.21848000e-03  9.39759000e-03  -2.11292000e-03  5.51868300e-02  
0.00000000e+00  1.79591900e-02  1.09383000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.09383000e-02  3.48308500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.21848000e-03  0.00000000e+00  0.00000000e+00  2.42184100e-02  0.00000000e+00  6.36440000e-03  0.00000000e+00  
9.39759000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.08844400e-02  0.00000000e+00  2.83760000e-03  
-2.11292000e-03  0.00000000e+00  0.00000000e+00  6.36440000e-03  0.00000000e+00  1.91837800e-02  0.00000000e+00  
5.51868300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.83760000e-03  0.00000000e+00  -2.06803600e-02  
L
0.00000000e+00  -1.42210200e-02  -1.41450800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.42210200e-02  0.00000000e+00  0.00000000e+00  -2.42582000e-02  -3.19174000e-03  7.10850000e-03  1.40090000e-03  
-1.41450800e-02  0.00000000e+00  0.00000000e+00  2.09285600e-02  -8.34351000e-03  1.68062200e-02  -1.39605000e-03  
0.00000000e+00  -2.42582000e-02  2.09285600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -3.19174000e-03  -8.34351000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  7.10850000e-03  1.68062200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.40090000e-03  -1.39605000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
-1.36164000e-02  0.00000000e+00  0.00000000e+00  1.18072000e-03  -1.70475100e-02  3.01192000e-03  -8.03264200e-02  
0.00000000e+00  -3.07522800e-02  -1.43158400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -1.43158400e-02  -5.30278000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.18072000e-03  0.00000000e+00  0.00000000e+00  -7.61887000e-03  1.56615000e-03  0.00000000e+00  0.00000000e+00  
-1.70475100e-02  0.00000000e+00  0.00000000e+00  1.56615000e-03  -4.01366200e-02  2.22565000e-03  8.41773000e-03  
3.01192000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.22565000e-03  -1.00685600e-02  -2.87596000e-03  
-8.03264200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.41773000e-03  -2.87596000e-03  6.02837900e-02  
L
0.00000000e+00  -4.27401000e-03  -1.65543500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-4.27401000e-03  0.00000000e+00  0.00000000e+00  -8.34242000e-03  0.00000000e+00  1.49354400e-02  -2.04073600e-02  
-1.65543500e-02  0.00000000e+00  0.00000000e+00  -1.76242400e-02  -1.89064000e-03  1.29324500e-02  1.14640400e-02  
0.00000000e+00  -8.34242000e-03  -1.76242400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  -1.89064000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.49354400e-02  1.29324500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -2.04073600e-02  1.14640400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
0.00000000e+00  5.14177800e-02  2.37507100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
5.14177800e-02  0.00000000e+00  0.00000000e+00  4.55259300e-02  7.24578000e-03  -2.49904900e-02  4.59978500e-02  
2.37507100e-02  0.00000000e+00  0.00000000e+00  3.07316500e-02  4.16160600e-02  1.33844900e-02  -3.79917700e-02  
0.00000000e+00  4.55259300e-02  3.07316500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  7.24578000e-03  4.16160600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -2.49904900e-02  1.33844900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  4.59978500e-02  -3.79917700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
-9.24490000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.95743000e-03  1.12583000e-03  -8.43950800e-02  
0.00000000e+00  -3.38786100e-02  6.94533000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  6.94533000e-03  -3.98641800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.73478700e-02  -2.06014000e-03  -2.02399000e-03  0.00000000e+00  
-3.95743000e-03  0.00000000e+00  0.00000000e+00  -2.06014000e-03  -1.15646000e-02  0.00000000e+00  0.00000000e+00  
1.12583000e-03  0.00000000e+00  0.00000000e+00  -2.02399000e-03  0.00000000e+00  -2.81637500e-02  0.00000000e+00  
-8.43950800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  -6.68106400e-02  
L
0.00000000e+00  -4.29830500e-02  -7.70695000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-4.29830500e-02  0.00000000e+00  0.00000000e+00  1.38843900e-02  0.00000000e+00  5.27868000e-03  -8.11818800e-02  
-7.70695000e-03  0.00000000e+00  0.00000000e+00  -1.83441700e-02  -3.27721900e-02  0.00000000e+00  5.08994200e-02  
0.00000000e+00  1.38843900e-02  -1.83441700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  -3.27721900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  5.27868000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -8.11818800e-02  5.08994200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
0.00000000e+00  -4.77130900e-02  3.45409700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-4.77130900e-02  0.00000000e+00  0.00000000e+00  -1.72821900e-02  -1.14116800e-02  2.05661700e-02  -5.16158000e-02  
3.45409700e-02  0.00000000e+00  0.00000000e+00  7.26105800e-02  -4.22260000e-02  2.20294000e-03  -3.06454000e-03  
0.00000000e+00  -1.72821900e-02  7.26105800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -1.14116800e-02  -4.22260000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  2.05661700e-02  2.20294000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -5.16158000e-02  -3.06454000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
9.36104300e-02  0.00000000e+00  0.00000000e+00  2.25262000e-03  -1.34672800e-02  3.31638000e-03  -6.57700600e-02  
0.00000000e+00  1.52383400e-02  1.77771000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.77771000e-03  3.94564900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.25262000e-03  0.00000000e+00  0.00000000e+00  -4.85937000e-02  -9.94127000e-03  -7.66841000e-03  -1.07296000e-03  
-1.34672800e-02  0.00000000e+00  0.00000000e+00  -9.94127000e-03  8.47871400e-02  -8.48473000e-03  5.82493000e-03  
3.31638000e-03  0.00000000e+00  0.00000000e+00  -7.66841000e-03  -8.48473000e-03  -3.79621100e-02  -2.44205000e-03  
-6.57700600e-02  0.00000000e+00  0.00000000e+00  -1.07296000e-03  5.82493000e-03  -2.44205000e-03  6.77528700e-02  
L
0.00000000e+00  -2.61973900e-02  -2.36165700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-2.61973900e-02  0.00000000e+00  0.00000000e+00  1.20810500e-02  -5.31503000e-03  -1.90270400e-02  -2.25812000e-03  
-2.36165700e-02  0.00000000e+00  0.00000000e+00  2.26108200e-02  -2.47089300e-02  8.99156000e-03  2.82293000e-02  
0.00000000e+00  1.20810500e-02  2.26108200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -5.31503000e-03  -2.47089300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -1.90270400e-02  8.99156000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -2.25812000e-03  2.82293000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
0.00000000e+00  -9.25998000e-03  -1.15106900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-9.25998000e-03  0.00000000e+00  0.00000000e+00  3.42635900e-02  3.01331000e-03  0.00000000e+00  2.09763100e-02  
-1.15106900e-02  0.00000000e+00  0.00000000e+00  3.87886000e-03  -8.03533000e-03  0.00000000e+00  -1.72939600e-02  
0.00000000e+00  3.42635900e-02  3.87886000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.01331000e-03  -8.03533000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  2.09763100e-02  -1.72939600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
2.22997610e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.33934500e-02  1.44875000e-03  -2.60241000e-02  
0.00000000e+00  2.50338100e-02  1.87451000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.87451000e-02  -1.99997100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  1.24537400e-02  -1.34049800e-02  1.51280000e-03  -1.66908000e-03  
1.33934500e-02  0.00000000e+00  0.00000000e+00  -1.34049800e-02  2.13685770e-01  -1.34781900e-02  1.38850900e-02  
1.44875000e-03  0.00000000e+00  0.00000000e+00  1.51280000e-03  -1.34781900e-02  1.03311400e-02  -2.73351000e-03  
-2.60241000e-02  0.00000000e+00  0.00000000e+00  -1.66908000e-03  1.38850900e-02  -2.73351000e-03  9.25142200e-02  
L
6.74787100e-02  0.00000000e+00  0.00000000e+00  1.68146000e-03  -9.07242000e-03  1.32410000e-03  3.76211900e-02  
0.00000000e+00  -2.35378000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  -6.99332300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
1.68146000e-03  0.00000000e+00  0.00000000e+00  -4.36734800e-02  -2.44604000e-03  -1.42770500e-02  0.00000000e+00  
-9.07242000e-03  0.00000000e+00  0.00000000e+00  -2.44604000e-03  -2.54426200e-02  -1.72994000e-03  0.00000000e+00  
1.32410000e-03  0.00000000e+00  0.00000000e+00  -1.42770500e-02  -1.72994000e-03  -3.98657400e-02  -1.70018000e-03  
3.76211900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.70018000e-03  1.21504530e-01  
L
0.00000000e+00  -2.00310900e-02  -1.19706700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-2.00310900e-02  0.00000000e+00  0.00000000e+00  -2.17980900e-02  9.05660000e-03  9.44284000e-03  3.22707200e-02  
-1.19706700e-02  0.00000000e+00  0.00000000e+00  -8.28220000e-03  -2.63347500e-02  0.00000000e+00  -2.52878800e-02  
0.00000000e+00  -2.17980900e-02  -8.28220000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  9.05660000e-03  -2.63347500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  9.44284000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.22707200e-02  -2.52878800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
-4.76330000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.06985400e-02  0.00000000e+00  -4.01295000e-02  
0.00000000e+00  -1.37413000e-02  -7.08484000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -7.08484000e-03  -6.06817700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30684800e-02  6.55699000e-03  5.15000000e-03  0.00000000e+00  
1.06985400e-02  0.00000000e+00  0.00000000e+00  6.55699000e-03  -7.32050800e-02  5.71411000e-03  6.65000000e-03  
0.00000000e+00  0.00000000e+00  0.00000000e+00  5.15000000e-03  5.71411000e-03  1.04759300e-02  -1.00297000e-03  
-4.01295000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.65000000e-03  -1.00297000e-03  8.98098000e-03  
L
4.08174900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.20778800e-02  0.00000000e+00  -2.32908000e-03  
0.00000000e+00  4.76202100e-02  3.00132000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.00132000e-03  -1.08878000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.45387300e-02  -4.62610000e-03  -4.04404000e-02  -2.08498000e-03  
1.20778800e-02  0.00000000e+00  0.00000000e+00  -4.62610000e-03  -2.36751600e-02  -4.89449000e-03  5.81566000e-03  
0.00000000e+00  0.00000000e+00  0.00000000e+00  -4.04404000e-02  -4.89449000e-03  -5.79799900e-02  -2.33927000e-03  
-2.32908000e-03  0.00000000e+00  0.00000000e+00  -2.08498000e-03  5.81566000e-03  -2.33927000e-03  4.19060700e-02  
L
-5.19742700e-02  0.00000000e+00  0.00000000e+00  -1.89257000e-03  1.99562200e-02  -2.26144000e-03  7.93947000e-03  
0.00000000e+00  1.37406500e-02  2.87637500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  2.87637500e-02  4.02739000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.89257000e-03  0.00000000e+00  0.00000000e+00  4.00009800e-02  2.52886000e-03  1.74347000e-03  0.00000000e+00  
1.99562200e-02  0.00000000e+00  0.00000000e+00  2.52886000e-03  4.21749000e-03  2.96849000e-03  0.00000000e+00  
-2.26144000e-03  0.00000000e+00  0.00000000e+00  1.74347000e-03  2.96849000e-03  3.71436300e-02  0.00000000e+00  
7.93947000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.18365000e-02  
L
4.13618100e-02  0.00000000e+00  0.00000000e+00  -1.51364000e-03  2.00872500e-02  -1.80078000e-03  6.35479000e-03  
0.00000000e+00  5.45595500e-02  2.40646400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  2.40646400e-02  6.32656500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-1.51364000e-03  0.00000000e+00  0.00000000e+00  4.34020900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.00872500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.93882700e-02  -1.08777000e-03  -3.27428000e-03  
-1.80078000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.08777000e-03  3.15652800e-02  1.32863000e-03  
6.35479000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.27428000e-03  1.32863000e-03  -6.46272300e-02  
L
1.34153310e-01  0.00000000e+00  0.00000000e+00  -2.17548000e-03  3.49228100e-02  -1.61836000e-03  -4.77446000e-03  
0.00000000e+00  1.04220760e-01  1.32571100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.32571100e-02  5.89113500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-2.17548000e-03  0.00000000e+00  0.00000000e+00  5.76870100e-02  0.00000000e+00  2.08894100e-02  1.00353000e-03  
3.49228100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.56463400e-02  0.00000000e+00  -8.55654000e-03  
-1.61836000e-03  0.00000000e+00  0.00000000e+00  2.08894100e-02  0.00000000e+00  4.91175800e-02  0.00000000e+00  
-4.77446000e-03  0.00000000e+00  0.00000000e+00  1.00353000e-03  -8.55654000e-03  0.00000000e+00  2.97964000e-02  
L
-4.87096100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.42713000e-03  0.00000000e+00  1.43851200e-02  
0.00000000e+00  -2.87082800e-02  1.38460900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  1.38460900e-02  -2.14966800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.76210400e-02  -1.33827000e-03  1.64575400e-02  0.00000000e+00  
8.42713000e-03  0.00000000e+00  0.00000000e+00  -1.33827000e-03  2.17764000e-03  -1.03365000e-03  2.14786600e-02  
0.00000000e+00  0.00000000e+00  0.00000000e+00  1.64575400e-02  -1.03365000e-03  -3.26521900e-02  0.00000000e+00  
1.43851200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.14786600e-02  0.00000000e+00  -5.67350800e-02  
L
6.77827000e-03  0.00000000e+00  0.00000000e+00  -5.41433000e-03  8.51009200e-02  -5.07066000e-03  -3.30441300e-02  
0.00000000e+00  -1.93411600e-02  5.19350400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  5.19350400e-02  2.15180600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-5.41433000e-03  0.00000000e+00  0.00000000e+00  -2.80425900e-02  -9.20668000e-03  -1.53153900e-02  1.77843000e-03  
8.51009200e-02  0.00000000e+00  0.00000000e+00  -9.20668000e-03  9.76002800e-02  -7.37073000e-03  -2.47022700e-02  
-5.07066000e-03  0.00000000e+00  0.00000000e+00  -1.53153900e-02  -7.37073000e-03  -1.78249100e-02  0.00000000e+00  
-3.30441300e-02  0.00000000e+00  0.00000000e+00  1.77843000e-03  -2.47022700e-02  0.00000000e+00  2.14903600e-02  
L
5.52328600e-02  0.00000000e+00  0.00000000e+00  2.82737000e-03  -3.91081200e-02  2.61107000e-03  7.54140000e-02  
0.00000000e+00  1.40553020e-01  -2.94699400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -2.94699400e-02  9.89069600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
2.82737000e-03  0.00000000e+00  0.00000000e+00  1.00004830e-01  5.72100000e-03  2.51113000e-03  2.16921000e-03  
-3.91081200e-02  0.00000000e+00  0.00000000e+00  5.72100000e-03  2.36673600e-02  5.14085000e-03  -5.55836000e-03  
2.61107000e-03  0.00000000e+00  0.00000000e+00  2.51113000e-03  5.14085000e-03  1.13744650e-01  1.75269000e-03  
7.54140000e-02  0.00000000e+00  0.00000000e+00  2.16921000e-03  -5.55836000e-03  1.75269000e-03  1.11575080e-01  
L
7.32135400e-02  0.00000000e+00  0.00000000e+00  -3.69436000e-03  7.82510100e-02  -3.96240000e-03  -1.85568000e-03  
0.00000000e+00  1.79861700e-02  3.88102600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  3.88102600e-02  -3.41769300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
-3.69436000e-03  0.00000000e+00  0.00000000e+00  -4.70786300e-02  -2.97363000e-03  8.85802000e-03  0.00000000e+00  
7.82510100e-02  0.00000000e+00  0.00000000e+00  -2.97363000e-03  7.87641000e-03  -1.77599000e-03  0.00000000e+00  
-3.96240000e-03  0.00000000e+00  0.00000000e+00  8.85802000e-03  -1.77599000e-03  -4.02699300e-02  0.00000000e+00  
-1.85568000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
L
9.53767600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.41258800e-02  0.00000000e+00  3.37603600e-02  
0.00000000e+00  -3.94769000e-03  -7.93011000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  -7.93011000e-03  3.52407500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
0.00000000e+00  0.00000000e+00  0.00000000e+00  4.92517200e-02  -1.78780000e-03  9.78427000e-03  1.38355000e-03  
1.41258800e-02  0.00000000e+00  0.00000000e+00  -1.78780000e-03  9.18386700e-02  -3.13580000e-03  -7.31671000e-03  
0.00000000e+00  0.00000000e+00  0.00000000e+00  9.78427000e-03  -3.13580000e-03  4.73482900e-02  1.03825000e-03  
3.37603600e-02  0.00000000e+00  0.00000000e+00  1.38355000e-03  -7.31671000e-03  1.03825000e-03  4.40814600e-02  
L
9.18434100e-02  0.00000000e+00  0.00000000e+00  -2.09441000e-03  4.60380700e-02  -2.57703000e-03  2.16380900e-02  
0.00000000e+00  7.53752600e-02  3.82642000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
