-1.31944400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.30674000e-03  0.00000000e+00  
-4.21354000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.13393700e-02  0.00000000e+00  
0.00000000e+00  -3.93120000e-04  8.30674000e-03  1.13393700e-02  0.00000000e+00  -5.99615000e-03  
-2.14975300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.99615000e-03  0.00000000e+00  
L
-1.70071200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.04614400e-02  0.00000000e+00  
0.00000000e+00  1.60547800e-02  5.65010000e-04  -7.13500000e-03  0.00000000e+00  -1.38050000e-04  
0.00000000e+00  5.65010000e-04  2.32681000e-02  3.03733000e-03  0.00000000e+00  -1.88366600e-02  
0.00000000e+00  -7.13500000e-03  3.03733000e-03  -2.43541800e-02  0.00000000e+00  -1.21295000e-03  
1.04614400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.25854500e-02  0.00000000e+00  
0.00000000e+00  -1.38050000e-04  -1.88366600e-02  -1.21295000e-03  0.00000000e+00  -1.49687000e-02  
L
2.72114300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.18552000e-03  0.00000000e+00  
0.00000000e+00  2.17692400e-02  -7.49550000e-04  6.93490000e-03  0.00000000e+00  -5.57290000e-04  
0.00000000e+00  -7.49550000e-04  4.76280000e-03  -7.04980000e-04  0.00000000e+00  -1.24945200e-02  
0.00000000e+00  6.93490000e-03  -7.04980000e-04  2.09525900e-02  0.00000000e+00  -2.31560000e-04  
-5.18552000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.53064900e-02  0.00000000e+00  
0.00000000e+00  -5.57290000e-04  -1.24945200e-02  -2.31560000e-04  0.00000000e+00  -1.49670600e-02  
L
0.00000000e+00  -1.19450700e-02  1.16144200e-02  1.88891700e-02  0.00000000e+00  -8.03752500e-02  
-1.19450700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.62421100e-02  0.00000000e+00  
1.16144200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -7.07003000e-03  0.00000000e+00  
1.88891700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.07864100e-02  0.00000000e+00  
0.00000000e+00  -2.62421100e-02  -7.07003000e-03  3.07864100e-02  0.00000000e+00  3.14015000e-03  
-8.03752500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.14015000e-03  0.00000000e+00  
L
0.00000000e+00  2.01348600e-02  2.80905700e-02  9.95538000e-03  0.00000000e+00  -9.55520000e-03  
2.01348600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.83369800e-02  0.00000000e+00  
2.80905700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -8.11372000e-03  0.00000000e+00  
9.95538000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.40145000e-03  0.00000000e+00  
0.00000000e+00  2.83369800e-02  -8.11372000e-03  6.40145000e-03  0.00000000e+00  1.38713000e-03  
-9.55520000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38713000e-03  0.00000000e+00  
L
-1.42859600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.96630000e-04  0.00000000e+00  
0.00000000e+00  -3.08850200e-02  3.25346000e-03  -2.29580000e-03  0.00000000e+00  -8.94380000e-04  
0.00000000e+00  3.25346000e-03  5.75527000e-02  4.61179000e-03  0.00000000e+00  -2.78231300e-02  
0.00000000e+00  -2.29580000e-03  4.61179000e-03  -2.76199100e-02  0.00000000e+00  -2.52703000e-03  
4.96630000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  -7.61919000e-03  0.00000000e+00  
0.00000000e+00  -8.94380000e-04  -2.78231300e-02  -2.52703000e-03  0.00000000e+00  6.97969700e-02  
L
0.00000000e+00  -8.34858000e-03  -3.50606000e-03  1.06767900e-02  0.00000000e+00  1.98653300e-02  
-8.34858000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.51315000e-03  0.00000000e+00  
-3.50606000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.52999000e-03  0.00000000e+00  
1.06767900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.19344100e-02  0.00000000e+00  
0.00000000e+00  4.51315000e-03  -1.52999000e-03  1.19344100e-02  0.00000000e+00  9.23847000e-03  
1.98653300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.23847000e-03  0.00000000e+00  
L
-5.53749600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.53857000e-03  0.00000000e+00  
0.00000000e+00  -5.14295000e-02  1.73419000e-03  1.03812000e-03  0.00000000e+00  -4.77810000e-04  
0.00000000e+00  1.73419000e-03  6.93856000e-03  2.46253000e-03  0.00000000e+00  -8.36058000e-03  
0.00000000e+00  1.03812000e-03  2.46253000e-03  -4.29940200e-02  0.00000000e+00  -3.45750000e-04  
-5.53857000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.60555600e-02  0.00000000e+00  
0.00000000e+00  -4.77810000e-04  -8.36058000e-03  -3.45750000e-04  0.00000000e+00  -3.67349000e-02  
L
0.00000000e+00  5.35665500e-02  -1.83814800e-02  1.16835000e-03  0.00000000e+00  1.67981300e-02  
5.35665500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.24477500e-02  0.00000000e+00  
-1.83814800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.02200000e-04  0.00000000e+00  
1.16835000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.83879800e-02  0.00000000e+00  
0.00000000e+00  1.24477500e-02  -2.02200000e-04  -1.83879800e-02  0.00000000e+00  2.55242000e-03  
1.67981300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.55242000e-03  0.00000000e+00  
L
-3.38781800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -6.15502000e-03  0.00000000e+00  
0.00000000e+00  2.84358400e-02  -7.19700000e-04  1.58908000e-03  0.00000000e+00  9.67380000e-04  
0.00000000e+00  -7.19700000e-04  2.44921000e-03  -1.30103000e-03  0.00000000e+00  2.04660500e-02  
0.00000000e+00  1.58908000e-03  -1.30103000e-03  1.89119200e-02  0.00000000e+00  1.49585000e-03  
-6.15502000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -4.89804200e-02  0.00000000e+00  
0.00000000e+00  9.67380000e-04  2.04660500e-02  1.49585000e-03  0.00000000e+00  -5.06133100e-02  
L
0.00000000e+00  6.25314000e-03  -1.52476500e-02  4.10505400e-02  0.00000000e+00  -1.33701100e-02  
6.25314000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.47987000e-03  0.00000000e+00  
-1.52476500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.12544400e-02  0.00000000e+00  
4.10505400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.56596000e-03  0.00000000e+00  
0.00000000e+00  -5.47987000e-03  1.12544400e-02  3.56596000e-03  0.00000000e+00  -2.25531100e-02  
-1.33701100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.25531100e-02  0.00000000e+00  
L
1.74150000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.36281400e-02  0.00000000e+00  
0.00000000e+00  4.58510000e-02  -4.56670000e-04  -1.57852500e-02  0.00000000e+00  7.28040000e-04  
0.00000000e+00  -4.56670000e-04  3.94428000e-03  3.67110000e-04  0.00000000e+00  1.82003900e-02  
0.00000000e+00  -1.57852500e-02  3.67110000e-04  2.58522000e-03  0.00000000e+00  1.18962000e-03  
1.36281400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.35409000e-03  0.00000000e+00  
0.00000000e+00  7.28040000e-04  1.82003900e-02  1.18962000e-03  0.00000000e+00  -2.80263300e-02  
L
0.00000000e+00  -2.17102600e-02  2.09147000e-02  -2.42505400e-02  0.00000000e+00  1.40027000e-03  
-2.17102600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.91779800e-02  0.00000000e+00  
2.09147000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.97513000e-02  0.00000000e+00  
-2.42505400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.36752800e-02  0.00000000e+00  
0.00000000e+00  -5.91779800e-02  1.97513000e-02  -3.36752800e-02  0.00000000e+00  -2.32162700e-02  
1.40027000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.32162700e-02  0.00000000e+00  
L
0.00000000e+00  3.69832000e-03  4.20296000e-02  -2.77460700e-02  0.00000000e+00  -4.13520400e-02  
3.69832000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.85821200e-02  0.00000000e+00  
4.20296000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.55375000e-03  0.00000000e+00  
-2.77460700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.71261000e-02  0.00000000e+00  
0.00000000e+00  5.85821200e-02  3.55375000e-03  1.71261000e-02  0.00000000e+00  -1.04511000e-02  
-4.13520400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.04511000e-02  0.00000000e+00  
L
0.00000000e+00  -9.90043000e-03  -4.64782000e-03  -1.44135100e-02  0.00000000e+00  2.06789600e-02  
-9.90043000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -4.78321000e-03  0.00000000e+00  
-4.64782000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.28379400e-02  0.00000000e+00  
-1.44135100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.69825400e-02  0.00000000e+00  
0.00000000e+00  -4.78321000e-03  -2.28379400e-02  2.69825400e-02  0.00000000e+00  4.80507000e-03  
2.06789600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.80507000e-03  0.00000000e+00  
L
1.34696300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -9.30250000e-04  0.00000000e+00  
0.00000000e+00  1.08836000e-03  2.48395000e-03  8.94570000e-04  0.00000000e+00  -5.03290000e-04  
0.00000000e+00  2.48395000e-03  8.14851300e-02  5.33671000e-03  0.00000000e+00  -3.28908700e-02  
0.00000000e+00  8.94570000e-04  5.33671000e-03  -2.20416700e-02  0.00000000e+00  -2.12687000e-03  
-9.30250000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  -9.11582000e-03  0.00000000e+00  
0.00000000e+00  -5.03290000e-04  -3.28908700e-02  -2.12687000e-03  0.00000000e+00  2.73460000e-03  
L
0.00000000e+00  3.30905000e-03  -1.36792300e-02  2.57643800e-02  0.00000000e+00  2.00938800e-02  
3.30905000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38761000e-03  0.00000000e+00  
-1.36792300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.69718000e-03  0.00000000e+00  
2.57643800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.50441000e-02  0.00000000e+00  
0.00000000e+00  1.38761000e-03  -2.69718000e-03  -1.50441000e-02  0.00000000e+00  7.29112000e-03  
2.00938800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.29112000e-03  0.00000000e+00  
L
-4.25884600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.34409300e-02  0.00000000e+00  
0.00000000e+00  -2.54427000e-02  1.50618000e-03  -1.63171000e-03  0.00000000e+00  -1.89027000e-03  
0.00000000e+00  1.50618000e-03  2.96434900e-02  5.34564000e-03  0.00000000e+00  -5.61941600e-02  
0.00000000e+00  -1.63171000e-03  5.34564000e-03  -6.09536900e-02  0.00000000e+00  -3.95685000e-03  
-3.34409300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -4.92498900e-02  0.00000000e+00  
0.00000000e+00  -1.89027000e-03  -5.61941600e-02  -3.95685000e-03  0.00000000e+00  5.13106200e-02  
L
-2.23137000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.82835300e-02  0.00000000e+00  
0.00000000e+00  1.80954500e-02  -6.13230000e-04  -3.30277000e-03  0.00000000e+00  -7.21220000e-04  
0.00000000e+00  -6.13230000e-04  -9.93164000e-03  -7.75720000e-04  0.00000000e+00  -8.45761000e-03  
0.00000000e+00  -3.30277000e-03  -7.75720000e-04  6.66688000e-03  0.00000000e+00  5.46560000e-04  
-3.82835300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.28571600e-02  0.00000000e+00  
0.00000000e+00  -7.21220000e-04  -8.45761000e-03  5.46560000e-04  0.00000000e+00  -4.00012000e-02  
L
-4.38129800e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.61467300e-02  0.00000000e+00  
0.00000000e+00  -2.87079600e-02  -7.70740000e-04  -9.64890000e-04  0.00000000e+00  1.60366000e-03  
0.00000000e+00  -7.70740000e-04  -5.14188300e-02  -3.24754000e-03  0.00000000e+00  6.29591600e-02  
0.00000000e+00  -9.64890000e-04  -3.24754000e-03  2.72160000e-04  0.00000000e+00  5.43957000e-03  
3.61467300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.00037400e-02  0.00000000e+00  
0.00000000e+00  1.60366000e-03  6.29591600e-02  5.43957000e-03  0.00000000e+00  -1.02733620e-01  
L
-6.10895600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.23544500e-02  0.00000000e+00  
0.00000000e+00  -2.00003400e-02  4.09650000e-04  -9.50060000e-04  0.00000000e+00  -2.84270000e-04  
0.00000000e+00  4.09650000e-04  -1.83685800e-02  -1.90319000e-03  0.00000000e+00  -1.62443600e-02  
0.00000000e+00  -9.50060000e-04  -1.90319000e-03  2.08167900e-02  0.00000000e+00  1.40181000e-03  
2.23544500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -5.74159200e-02  0.00000000e+00  
0.00000000e+00  -2.84270000e-04  -1.62443600e-02  1.40181000e-03  0.00000000e+00  -4.76119000e-03  
L
-2.72115700e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.96843400e-02  0.00000000e+00  
0.00000000e+00  3.04767800e-02  -1.57652000e-03  -2.86007000e-03  0.00000000e+00  3.66300000e-04  
0.00000000e+00  -1.57652000e-03  -2.92502400e-02  -1.07968000e-03  0.00000000e+00  3.19361800e-02  
0.00000000e+00  -2.86007000e-03  -1.07968000e-03  -1.37417500e-02  0.00000000e+00  2.88754000e-03  
-1.96843400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.85065000e-03  0.00000000e+00  
0.00000000e+00  3.66300000e-04  3.19361800e-02  2.88754000e-03  0.00000000e+00  -8.01394800e-02  
L
-8.28597400e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.16089000e-02  0.00000000e+00  
0.00000000e+00  -2.96602500e-02  1.81139000e-03  -1.04866700e-02  0.00000000e+00  -5.25110000e-04  
0.00000000e+00  1.81139000e-03  9.79628000e-03  4.05106000e-03  0.00000000e+00  -2.51098100e-02  
0.00000000e+00  -1.04866700e-02  4.05106000e-03  -5.19741100e-02  0.00000000e+00  -2.81706000e-03  
3.16089000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -3.53736300e-02  0.00000000e+00  
0.00000000e+00  -5.25110000e-04  -2.51098100e-02  -2.81706000e-03  0.00000000e+00  7.75533000e-03  
L
-5.76867300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.56446500e-02  0.00000000e+00  
0.00000000e+00  -4.59872600e-02  2.14789000e-03  1.29510000e-03  0.00000000e+00  2.79190000e-04  
0.00000000e+00  2.14789000e-03  3.10209700e-02  2.47628000e-03  0.00000000e+00  -3.85261000e-03  
0.00000000e+00  1.29510000e-03  2.47628000e-03  -2.25855400e-02  0.00000000e+00  -3.82520000e-04  
-2.56446500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -7.62054000e-03  0.00000000e+00  
0.00000000e+00  2.79190000e-04  -3.85261000e-03  -3.82520000e-04  0.00000000e+00  -2.85704000e-03  
L
-1.12926900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.47582000e-03  0.00000000e+00  
0.00000000e+00  6.53060000e-03  -1.51412000e-03  -1.73381000e-03  0.00000000e+00  4.55620000e-04  
0.00000000e+00  -1.51412000e-03  -4.01370800e-02  -1.93073000e-03  0.00000000e+00  -4.93022000e-03  
0.00000000e+00  -1.73381000e-03  -1.93073000e-03  -2.85699000e-03  0.00000000e+00  -2.89890000e-04  
7.47582000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.44200000e-04  0.00000000e+00  
0.00000000e+00  4.55620000e-04  -4.93022000e-03  -2.89890000e-04  0.00000000e+00  -4.01365100e-02  
L
-5.85079000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.41868300e-02  0.00000000e+00  
0.00000000e+00  -1.83676400e-02  3.50370000e-04  -5.50726000e-03  0.00000000e+00  -4.59840000e-04  
0.00000000e+00  3.50370000e-04  -1.68733400e-02  2.53196000e-03  0.00000000e+00  -1.62765400e-02  
0.00000000e+00  -5.50726000e-03  2.53196000e-03  -5.48310100e-02  0.00000000e+00  -1.07037000e-03  
2.41868300e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.88447500e-02  0.00000000e+00  
0.00000000e+00  -4.59840000e-04  -1.62765400e-02  -1.07037000e-03  0.00000000e+00  -2.31058000e-03  
L
1.77551110e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  -6.51929200e-02  0.00000000e+00  
0.00000000e+00  2.84355600e-02  2.98646000e-03  4.15701000e-03  0.00000000e+00  -1.67331000e-03  
0.00000000e+00  2.98646000e-03  1.24889810e-01  2.60744000e-03  0.00000000e+00  -5.81117900e-02  
0.00000000e+00  4.15701000e-03  2.60744000e-03  9.19745800e-02  0.00000000e+00  -3.49399000e-03  
-6.51929200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.21813400e-02  0.00000000e+00  
0.00000000e+00  -1.67331000e-03  -5.81117900e-02  -3.49399000e-03  0.00000000e+00  1.58244550e-01  
L
9.52410000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.88760000e-03  0.00000000e+00  
0.00000000e+00  -1.72794800e-02  6.98190000e-04  7.66341000e-03  0.00000000e+00  -1.18495000e-03  
0.00000000e+00  6.98190000e-04  -4.03760000e-04  9.12440000e-04  0.00000000e+00  -4.87134000e-02  
0.00000000e+00  7.66341000e-03  9.12440000e-04  -2.62586100e-02  0.00000000e+00  -4.16953000e-03  
2.88760000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.23140000e-02  0.00000000e+00  
0.00000000e+00  -1.18495000e-03  -4.87134000e-02  -4.16953000e-03  0.00000000e+00  -1.95966700e-02  
L
8.63970000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.09176900e-02  0.00000000e+00  
0.00000000e+00  9.18382800e-02  -1.48648000e-03  1.25734300e-02  0.00000000e+00  -2.35390000e-04  
0.00000000e+00  -1.48648000e-03  4.93892700e-02  -1.61283000e-03  0.00000000e+00  -4.16415000e-03  
0.00000000e+00  1.25734300e-02  -1.61283000e-03  7.68721800e-02  0.00000000e+00  1.60776000e-03  
1.09176900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.74836100e-02  0.00000000e+00  
0.00000000e+00  -2.35390000e-04  -4.16415000e-03  1.60776000e-03  0.00000000e+00  7.07430000e-03  
L
-1.55102200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.15127000e-03  0.00000000e+00  
0.00000000e+00  -2.58506500e-02  1.09360000e-03  2.23237900e-02  0.00000000e+00  4.34000000e-05  
0.00000000e+00  1.09360000e-03  5.10239300e-02  3.87600000e-04  0.00000000e+00  1.31045300e-02  
0.00000000e+00  2.23237900e-02  3.87600000e-04  3.03405900e-02  0.00000000e+00  2.31596000e-03  
9.15127000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.87084300e-02  0.00000000e+00  
0.00000000e+00  4.34000000e-05  1.31045300e-02  2.31596000e-03  0.00000000e+00  -2.77582800e-02  
L
6.16255100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.06153970e-01  0.00000000e+00  
0.00000000e+00  1.30615080e-01  -3.20742000e-03  4.95725000e-03  0.00000000e+00  -1.21759000e-03  
0.00000000e+00  -3.20742000e-03  4.27103500e-02  -2.83575000e-03  0.00000000e+00  -7.38362900e-02  
0.00000000e+00  4.95725000e-03  -2.83575000e-03  1.09116940e-01  0.00000000e+00  -3.89375000e-03  
1.06153970e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.59874980e-01  0.00000000e+00  
0.00000000e+00  -1.21759000e-03  -7.38362900e-02  -3.89375000e-03  0.00000000e+00  4.09646700e-02  
L
3.94664000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.41093500e-02  0.00000000e+00  
0.00000000e+00  -9.08858000e-02  1.76546000e-03  1.14918000e-03  0.00000000e+00  -1.56557000e-03  
0.00000000e+00  1.76546000e-03  -1.26530800e-02  2.21058000e-03  0.00000000e+00  -1.19934900e-02  
0.00000000e+00  1.14918000e-03  2.21058000e-03  -5.14296300e-02  0.00000000e+00  -2.13430000e-03  
2.41093500e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.26533830e-01  0.00000000e+00  
0.00000000e+00  -1.56557000e-03  -1.19934900e-02  -2.13430000e-03  0.00000000e+00  6.27219900e-02  
L
-4.97972100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.09925000e-02  0.00000000e+00  
0.00000000e+00  -2.11705230e-01  4.72322000e-03  1.99021500e-02  0.00000000e+00  4.51810000e-04  
0.00000000e+00  4.72322000e-03  -3.55109200e-02  2.97426000e-03  0.00000000e+00  5.04104000e-03  
0.00000000e+00  1.99021500e-02  2.97426000e-03  -1.10750040e-01  0.00000000e+00  -1.04229000e-03  
1.09925000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.86261360e-01  0.00000000e+00  
0.00000000e+00  4.51810000e-04  5.04104000e-03  -1.04229000e-03  0.00000000e+00  -1.08838300e-02  
L
7.59183000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.69561000e-02  0.00000000e+00  
0.00000000e+00  -9.85181700e-02  1.46545400e-02  -7.29150000e-03  0.00000000e+00  5.73984000e-03  
0.00000000e+00  1.46545400e-02  3.12478670e-01  1.96459100e-02  0.00000000e+00  1.60571180e-01  
0.00000000e+00  -7.29150000e-03  1.96459100e-02  -1.05067430e-01  0.00000000e+00  3.40758000e-03  
2.69561000e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -2.14955800e-02  0.00000000e+00  
0.00000000e+00  5.73984000e-03  1.60571180e-01  3.40758000e-03  0.00000000e+00  2.47031550e-01  
L
2.01362600e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  -1.89124900e-02  0.00000000e+00  
0.00000000e+00  -4.08180000e-04  8.90210000e-04  -1.21150000e-04  0.00000000e+00  -5.06240000e-04  
0.00000000e+00  8.90210000e-04  2.82997900e-02  2.18743000e-03  0.00000000e+00  -1.20784700e-02  
0.00000000e+00  -1.21150000e-04  2.18743000e-03  -3.40132000e-03  0.00000000e+00  -3.14260000e-03  
-1.89124900e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.25173700e-02  0.00000000e+00  
0.00000000e+00  -5.06240000e-04  -1.20784700e-02  -3.14260000e-03  0.00000000e+00  2.72113000e-02  
L
1.48302100e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.72557000e-03  0.00000000e+00  
0.00000000e+00  -8.47584600e-02  5.88010000e-04  1.81572000e-02  0.00000000e+00  -4.23957000e-03  
0.00000000e+00  5.88010000e-04  2.25854000e-02  1.06898000e-03  0.00000000e+00  1.04176000e-03  
0.00000000e+00  1.81572000e-02  1.06898000e-03  -4.63061000e-03  0.00000000e+00  7.45210000e-04  
9.72557000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.75522000e-03  0.00000000e+00  
0.00000000e+00  -4.23957000e-03  1.04176000e-03  7.45210000e-04  0.00000000e+00  9.93192000e-03  
L
-2.02725200e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.56223000e-03  0.00000000e+00  
0.00000000e+00  -1.50474200e-01  3.45177000e-03  3.71233300e-02  0.00000000e+00  1.26877000e-03  
0.00000000e+00  3.45177000e-03  2.17700000e-03  3.38990000e-04  0.00000000e+00  1.33321000e-03  
